575,10,at,3.08,4.01,0.93
575,11,a,4.01,4.02,0.01
575,12,time,4.02,4.08,0.06
575,13,all,4.08,5.06,0.98
575,14,the,5.06,5.07,0.01
575,15,butter,5.07,6.01,0.94
575,16,is,6.01,6.03,0.02
575,17,squeezed,6.03,6.08,0.05
575,18,out,6.08,7.0,0.92
575,19,of,7.0,7.04,0.04
575,20,the,7.04,7.06,0.02
575,21,upper,7.06,7.09,0.03
575,22,ones,7.09,8.03,0.94
575,23,while,8.03,8.06,0.03
575,24,the,8.06,8.07,0.01
575,25,bottom,8.07,9.01,0.94
575,26,one,9.01,9.04,0.03
575,27,is,9.04,9.05,0.01
575,28,swimming,9.05,10.02,0.97
575,29,in,10.02,10.02,0.0
575,30,fat,10.02,10.07,0.05
575,31,liquid,10.07,10.09,0.02
576,0,muffins,0.01,0.09,0.08
576,1,and,0.09,0.09,0.0
576,2,crumpets,0.09,1.03,0.94
576,3,should,1.03,1.09,0.06
576,4,always,1.09,2.02,0.93
576,5,be,2.02,2.04,0.02
576,6,served,2.04,2.09,0.05
576,7,on,2.09,3.01,0.92
576,8,separate,3.01,3.07,0.06
576,9,dishes,3.07,3.09,0.02
576,10,and,3.09,5.0,1.91
576,11,both,5.0,5.02,0.02
576,12,toasted,5.02,5.09,0.07
576,13,and,5.09,6.01,0.92
576,14,served,6.01,6.08,0.07
576,15,as,6.08,7.01,0.93
576,16,expeditiously,7.01,8.0,0.99
576,17,as,8.0,8.02,0.02
576,18,possible,8.02,8.06,0.04
577,0,sufficient,0.01,1.01,1.0
577,1,allowed,1.01,2.0,0.99
577,2,to,2.0,2.02,0.02
577,3,crumpets,2.02,2.08,0.06
577,4,to,2.08,3.0,0.92
577,5,each,3.0,3.02,0.02
577,6,person,3.02,3.06,0.04
578,0,plain,0.01,0.08,0.07
578,1,bands,0.08,1.04,0.96
578,2,1729,1.04,3.03,1.99
579,0,mode,0.03,1.0,0.97
579,1,put,1.0,1.06,0.06
579,2,the,1.06,1.07,0.01
579,3,flour,1.07,2.02,0.95
579,4,into,2.02,2.05,0.03
579,5,a,2.05,2.06,0.01
579,6,basin,2.06,3.01,0.95
579,7,mix,3.01,4.0,0.99
579,8,the,4.0,4.03,0.03
579,9,sugar,4.03,4.07,0.04
579,10,well,4.07,5.03,0.96
579,11,with,5.03,5.06,0.03
579,12,it,5.06,5.08,0.02
579,13,make,5.08,6.04,0.96
579,14,a,6.04,6.04,0.0
579,15,hole,6.04,6.07,0.03
579,16,in,6.07,6.08,0.01
579,17,the,6.08,7.0,0.92
579,18,center,7.0,7.03,0.03
579,19,and,7.03,8.0,0.97
579,20,stirring,8.0,8.06,0.06
579,21,the,8.06,8.08,0.02
579,22,yeast,8.08,9.02,0.94
579,23,in,9.02,9.04,0.02
579,24,milk,9.04,9.05,0.01
579,25,which,9.05,10.05,1.0
579,26,should,10.05,10.07,0.02
579,27,be,10.07,10.09,0.02
579,28,lukewarm,10.09,11.03,0.94
579,29,with,11.03,12.04,1.01
579,30,enough,12.04,12.06,0.02
579,31,of,12.06,12.07,0.01
579,32,the,12.07,12.09,0.02
579,33,flour,12.09,13.03,0.94
579,34,to,13.03,13.06,0.03
579,35,make,13.06,13.07,0.01
579,36,it,13.07,14.0,0.93
579,37,the,14.0,14.02,0.02
579,38,thickness,14.02,14.07,0.05
579,39,of,14.07,14.09,0.02
579,40,cream,14.09,15.05,0.96
580,0,from,0.02,0.06,0.04
580,1,15,0.06,1.01,0.95
580,2,to,1.01,1.02,0.01
580,3,20,1.02,1.05,0.03
580,4,minutes,1.05,1.07,0.02
580,5,will,1.07,2.01,0.94
580,6,be,2.01,2.02,0.01
580,7,required,2.02,3.0,0.98
580,8,to,3.0,3.0,0.0
580,9,bake,3.0,3.03,0.03
580,10,them,3.03,3.05,0.02
580,11,nicely,3.05,4.0,0.95
581,0,These,0.01,0.06,0.05
581,1,funds,0.06,1.01,0.95
581,2,may,1.01,1.03,0.02
581,3,be,1.03,1.05,0.02
581,4,varied,1.05,2.0,0.95
581,5,by,2.0,2.02,0.02
581,6,adding,2.02,2.06,0.04
581,7,a,2.06,2.07,0.01
581,8,few,2.07,2.09,0.02
581,9,currents,2.09,3.05,0.96
581,10,candied,3.05,4.05,1.0
581,11,peel,4.05,4.09,0.04
581,12,or,4.09,5.06,0.97
581,13,caraway,5.06,6.01,0.95
581,14,seeds,6.01,6.07,0.06
581,15,to,6.07,6.09,0.02
581,16,the,6.09,7.0,0.91
581,17,other,7.0,7.03,0.03
581,18,ingredients,7.03,7.05,0.02
581,19,and,7.05,8.06,1.01
581,20,the,8.06,8.07,0.01
581,21,above,8.07,8.09,0.02
581,22,mixture,8.09,9.06,0.97
581,23,answers,9.06,10.02,0.96
581,24,for,10.02,10.04,0.02
581,25,Hot,10.04,10.07,0.03
581,26,Cross,10.07,11.0,0.93
581,27,Buns,11.0,11.06,0.06
581,28,by,11.06,12.01,0.95
581,29,putting,12.01,12.06,0.05
581,30,in,12.06,12.09,0.03
581,31,a,12.09,13.0,0.91
581,32,little,13.0,13.03,0.03
581,33,ground,13.03,13.08,0.05
581,34,allspice,13.08,14.03,0.95
581,35,and,14.03,15.04,1.01
581,36,by,15.04,15.05,0.01
581,37,pressing,15.05,16.01,0.96
581,38,a,16.01,16.01,0.0
581,39,10,16.01,16.06,0.05
581,40,mold,16.06,17.01,0.95
581,41,in,17.01,17.02,0.01
581,42,the,17.02,17.04,0.02
581,43,form,17.04,17.08,0.04
581,44,of,17.08,17.08,0.0
581,45,a,17.08,18.0,0.92
581,46,cross,18.0,18.05,0.05
581,47,in,18.05,19.01,0.96
581,48,the,19.01,19.01,0.0
581,49,center,19.01,19.04,0.03
581,50,of,19.04,19.07,0.03
581,51,the,19.07,19.09,0.02
581,52,bun,19.09,20.03,0.94
582,0,sufficient,0.02,1.02,1.0
582,1,to,1.02,1.03,0.01
582,2,make,1.03,1.06,0.03
582,3,12,1.06,2.01,0.95
582,4,buns,2.01,2.06,0.05
582,5,seasonable,2.06,3.06,1.0
582,6,at,3.06,4.01,0.95
582,7,anytime,4.01,4.07,0.06
582,8,light,4.07,6.0,1.93
582,9,buns,6.0,6.06,0.06
583,0,illustration,0.0,1.02,1.02
583,1,buns,1.02,2.01,0.99
584,0,Victoria,0.03,1.03,1.0
584,1,buns,1.03,1.08,0.05
584,2,1732,1.08,3.06,1.98
585,0,mode,0.02,0.09,0.07
585,1,whisk,0.09,1.09,1.0
585,2,the,1.09,2.0,0.91
585,3,egg,2.0,2.04,0.04
585,4,stir,2.04,3.02,0.98
585,5,in,3.02,3.03,0.01
585,6,the,3.03,3.05,0.02
585,7,sugar,3.05,3.09,0.04
585,8,and,3.09,4.06,0.97
585,9,beat,4.06,4.09,0.03
585,10,these,4.09,5.0,0.91
585,11,ingredients,5.0,5.04,0.04
585,12,well,5.04,6.01,0.97
585,13,together,6.01,6.04,0.03
585,14,beat,6.04,7.09,1.05
585,15,the,7.09,8.0,0.91
585,16,butter,8.0,8.03,0.03
585,17,to,8.03,8.06,0.03
585,18,a,8.06,8.07,0.01
585,19,cream,8.07,9.03,0.96
585,20,store,9.03,10.0,0.97
585,21,in,10.0,10.01,0.01
585,22,the,10.01,10.03,0.02
585,23,ground,10.03,10.07,0.04
585,24,rice,10.07,11.01,0.94
585,25,currants,11.01,11.09,0.08
585,26,and,11.09,12.01,0.92
585,27,candied,12.01,12.07,0.06
585,28,peel,12.07,13.01,0.94
585,29,and,13.01,13.08,0.07
585,30,it's,13.08,14.0,0.92
585,31,much,14.0,14.02,0.02
585,32,flour,14.02,14.07,0.05
585,33,as,14.07,14.09,0.02
585,34,well,14.09,15.02,0.93
585,35,make,15.02,15.04,0.02
585,36,it,15.04,15.05,0.01
585,37,of,15.05,15.07,0.02
585,38,such,15.07,15.09,0.02
585,39,a,15.09,16.01,0.92
585,40,consistency,16.01,16.09,0.08
585,41,but,16.09,17.07,0.98
585,42,it,17.07,17.08,0.01
585,43,may,17.08,18.0,0.92
585,44,be,18.0,18.01,0.01
585,45,rolled,18.01,18.06,0.05
585,46,into,18.06,18.08,0.02
585,47,seven,18.08,19.03,0.95
585,48,or,19.03,19.06,0.03
585,49,eight,19.06,19.08,0.02
585,50,balls,19.08,20.05,0.97
586,0,Italian,0.03,1.03,1.0
586,1,rusks,1.03,2.0,0.97
587,0,they,0.01,0.05,0.04
587,1,should,0.05,0.07,0.02
587,2,be,0.07,0.07,0.0
587,3,kept,0.07,1.03,0.96
587,4,in,1.03,1.04,0.01
587,5,a,1.04,1.05,0.01
587,6,closed,1.05,2.0,0.95
587,7,tin,2.0,2.05,0.05
587,8,canister,2.05,3.02,0.97
587,9,and,3.02,3.04,0.02
587,10,a,3.04,3.05,0.01
587,11,dry,3.05,3.08,0.03
587,12,place,3.08,4.02,0.94
587,13,to,4.02,4.09,0.07
587,14,preserve,4.09,5.06,0.97
587,15,their,5.06,5.08,0.02
587,16,Christmas,5.08,6.04,0.96
588,0,it,0.03,0.07,0.04
588,1,is,0.07,0.08,0.01
588,2,not,0.08,1.0,0.92
588,3,cultivated,1.0,1.08,0.08
588,4,in,1.08,2.01,0.93
588,5,England,2.01,2.07,0.06
588,6,being,2.07,3.0,0.93
588,7,principally,3.0,3.06,0.06
588,8,confined,3.06,4.03,0.97
588,9,to,4.03,4.03,0.0
588,10,the,4.03,4.05,0.02
588,11,east,4.05,5.01,0.96
589,0,when,0.01,0.06,0.05
589,1,we,0.06,0.07,0.01
589,2,take,0.07,0.09,0.02
589,3,into,0.09,1.02,0.93
589,4,account,1.02,1.04,0.02
589,5,that,1.04,1.09,0.05
589,6,the,1.09,2.01,0.92
589,7,Arabians,2.01,2.09,0.08
589,8,are,2.09,3.0,0.91
589,9,fond,3.0,3.05,0.05
589,10,of,3.05,3.05,0.0
589,11,lizards,3.05,4.02,0.97
589,12,and,4.02,4.04,0.02
589,13,locusts,4.04,5.01,0.97
589,14,as,5.01,5.07,0.06
589,15,articles,5.07,6.0,0.93
589,16,of,6.0,6.04,0.04
589,17,food,6.04,6.08,0.04
589,18,their,6.08,7.05,0.97
589,19,Cuisine,7.05,7.08,0.03
589,20,altogether,7.08,9.01,1.93
589,21,is,9.01,9.03,0.02
589,22,scarcely,9.03,9.09,0.06
589,23,a,9.09,10.01,0.92
589,24,tempting,10.01,10.06,0.05
589,25,one,10.06,10.08,0.02
590,0,1734,0.02,1.09,1.07
591,0,illustration,0.02,1.03,1.01
591,1,rusks,1.03,2.03,1.0
592,0,mode,0.03,1.0,0.97
592,1,puts,1.0,1.07,0.07
592,2,a,1.07,1.08,0.01
592,3,milk,1.08,2.0,0.92
592,4,and,2.0,2.02,0.02
592,5,butter,2.02,2.06,0.04
592,6,into,2.06,2.09,0.03
592,7,a,2.09,3.0,0.91
592,8,saucepan,3.0,3.05,0.05
592,9,and,3.05,3.08,0.03
592,10,keep,3.08,4.02,0.94
592,11,shaking,4.02,4.07,0.05
592,12,it,4.07,5.0,0.93
592,13,around,5.0,5.02,0.02
592,14,until,5.02,5.09,0.07
592,15,the,5.09,6.01,0.92
592,16,ladder,6.01,6.05,0.04
592,17,is,6.05,6.08,0.03
592,18,melted,6.08,7.04,0.96
593,0,when,0.01,0.05,0.04
593,1,cold,0.05,1.0,0.95
593,2,they,1.0,1.02,0.02
593,3,should,1.02,1.04,0.02
593,4,be,1.04,1.06,0.02
593,5,put,1.06,1.09,0.03
593,6,into,1.09,2.01,0.92
593,7,tin,2.01,2.05,0.04
593,8,canisters,2.05,3.02,0.97
593,9,to,3.02,3.04,0.02
593,10,keep,3.04,3.06,0.02
593,11,them,3.06,3.09,0.03
593,12,dry,3.09,4.02,0.93
593,13,and,4.02,5.01,0.99
593,14,if,5.01,5.03,0.02
593,15,intended,5.03,5.07,0.04
593,16,for,5.07,6.01,0.94
593,17,the,6.01,6.03,0.02
593,18,cheese,6.03,6.07,0.04
593,19,course,6.07,7.03,0.96
593,20,the,7.03,7.09,0.06
593,21,sifted,7.09,8.03,0.94
593,22,sugar,8.03,8.04,0.01
593,23,should,8.04,9.01,0.97
593,24,be,9.01,9.02,0.01
593,25,omitted,9.02,9.05,0.03
594,0,The,0.02,0.05,0.03
594,1,Narrative,0.05,0.08,0.03
594,2,it,0.08,1.05,0.97
594,3,maybe,1.05,1.09,0.04
594,4,is,1.09,2.02,0.93
594,5,woven,2.02,2.06,0.04
594,6,of,2.06,2.07,0.01
594,7,so,2.07,2.09,0.02
594,8,humble,2.09,3.02,0.93
594,9,a,3.02,3.03,0.01
594,10,texture,3.03,3.08,0.05
594,11,as,3.08,4.03,0.95
594,12,to,4.03,4.05,0.02
594,13,require,4.05,4.06,0.01
594,14,this,4.06,5.0,0.94
594,15,advantage,5.0,5.06,0.06
594,16,and,5.06,5.09,0.03
594,17,at,5.09,6.04,0.95
594,18,the,6.04,6.05,0.01
594,19,same,6.05,6.06,0.01
594,20,time,6.06,6.08,0.02
594,21,to,6.08,7.05,0.97
594,22,render,7.05,7.08,0.03
594,23,it,7.08,7.09,0.01
594,24,the,7.09,8.0,0.91
594,25,more,8.0,8.01,0.01
594,26,difficult,8.01,8.03,0.02
594,27,of,8.03,8.08,0.05
594,28,attainment,8.08,9.02,0.94
595,0,in,0.02,0.06,0.04
595,1,good,0.06,0.08,0.02
595,2,faith,0.08,0.09,0.01
595,3,however,0.09,1.04,0.95
595,4,he,1.04,2.01,0.97
595,5,is,2.01,2.02,0.01
595,6,not,2.02,2.04,0.02
595,7,sufficiently,2.04,3.0,0.96
595,8,imaginative,3.0,3.07,0.07
595,9,to,3.07,4.01,0.94
595,10,flatter,4.01,4.05,0.04
595,11,himself,4.05,4.07,0.02
595,12,with,4.07,5.01,0.94
595,13,the,5.01,5.01,0.0
595,14,slightest,5.01,5.05,0.04
595,15,hope,5.05,5.07,0.02
595,16,of,5.07,5.09,0.02
595,17,this,5.09,6.0,0.91
595,18,kind,6.0,6.05,0.05
596,0,the,0.03,0.06,0.03
596,1,author,0.06,1.0,0.94
596,2,has,1.0,1.01,0.01
596,3,considered,1.01,1.06,0.05
596,4,it,1.06,1.07,0.01
596,5,hardly,1.07,2.0,0.93
596,6,worth,2.0,2.03,0.03
596,7,his,2.03,2.04,0.01
596,8,while,2.04,2.07,0.03
596,9,they're,2.07,3.0,0.93
596,10,for,3.0,3.03,0.03
596,11,relentlessly,3.03,4.03,1.0
596,12,to,4.03,4.05,0.02
596,13,impale,4.05,4.08,0.03
596,14,the,4.08,4.09,0.01
596,15,story,4.09,5.03,0.94
596,16,with,5.03,5.05,0.02
596,17,its,5.05,5.06,0.01
596,18,moral,5.06,6.0,0.94
596,19,as,6.0,6.03,0.03
596,20,with,6.03,6.04,0.01
596,21,an,6.04,6.05,0.01
596,22,iron,6.05,6.07,0.02
596,23,Rod,6.07,7.0,0.93
596,24,or,7.0,8.01,1.01
596,25,rather,8.01,8.03,0.02
596,26,as,8.03,8.05,0.02
596,27,by,8.05,8.06,0.01
596,28,sticking,8.06,9.0,0.94
596,29,a,9.0,9.01,0.01
596,30,pin,9.01,9.02,0.01
596,31,through,9.02,9.05,0.03
596,32,a,9.05,9.06,0.01
596,33,butterfly,9.06,10.01,0.95
596,34,does,10.01,11.03,1.02
596,35,it,11.03,11.04,0.01
596,36,once,11.04,11.06,0.02
596,37,depriving,11.06,12.01,0.95
596,38,it,12.01,12.02,0.01
596,39,of,12.02,12.03,0.01
596,40,life,12.03,12.06,0.03
596,41,and,12.06,13.01,0.95
596,42,causing,13.01,13.05,0.04
596,43,it,13.05,13.06,0.01
596,44,to,13.06,13.06,0.0
596,45,stiffen,13.06,14.0,0.94
596,46,in,14.0,14.03,0.03
596,47,an,14.03,14.04,0.01
596,48,ungainly,14.04,14.08,0.04
596,49,and,14.08,15.03,0.95
596,50,unnatural,15.03,15.06,0.03
596,51,attitude,15.06,16.03,0.97
597,0,if,0.01,0.05,0.04
597,1,permitted,0.05,0.09,0.04
597,2,by,0.09,1.0,0.91
597,3,the,1.0,1.01,0.01
597,4,historical,1.01,1.04,0.03
597,5,connection,1.04,2.0,0.96
597,6,which,2.0,3.0,1.0
597,7,those,3.0,3.02,0.02
597,8,light,3.02,3.06,0.04
597,9,was,3.06,3.08,0.02
597,10,essential,3.08,4.03,0.95
597,11,to,4.03,4.03,0.0
597,12,his,4.03,4.05,0.02
597,13,plan,4.05,5.0,0.95
597,14,the,5.0,5.06,0.06
597,15,author,5.06,6.0,0.94
597,16,would,6.0,6.01,0.01
597,17,very,6.01,6.04,0.03
597,18,willingly,6.04,6.08,0.04
597,19,have,6.08,7.0,0.92
597,20,avoided,7.0,7.04,0.04
597,21,anything,7.04,7.08,0.04
597,22,of,7.08,8.0,0.92
597,23,this,8.0,8.01,0.01
597,24,nature,8.01,8.02,0.01
598,0,he,0.02,0.06,0.04
598,1,trusts,0.06,1.0,0.94
598,2,not,1.0,1.02,0.02
598,3,to,1.02,1.02,0.0
598,4,be,1.02,1.04,0.02
598,5,considered,1.04,1.06,0.02
598,6,as,1.06,2.0,0.94
598,7,unpardonable,2.0,2.07,0.07
598,8,offending,2.07,3.03,0.96
598,9,by,3.03,3.08,0.05
598,10,laying,3.08,4.01,0.93
598,11,out,4.01,4.02,0.01
598,12,of,4.02,4.03,0.01
598,13,street,4.03,4.06,0.03
598,14,that,4.06,4.08,0.02
598,15,infringes,4.08,5.02,0.94
598,16,upon,5.02,5.05,0.03
598,17,nobody's,5.05,6.0,0.95
598,18,private,6.0,6.03,0.03
598,19,rights,6.03,6.07,0.04
598,20,and,6.07,7.04,0.97
598,21,appropriating,7.04,8.0,0.96
598,22,a,8.0,8.01,0.01
598,23,lot,8.01,8.03,0.02
598,24,of,8.03,8.04,0.01
598,25,land,8.04,8.06,0.02
598,26,which,8.06,9.01,0.95
598,27,had,9.01,9.02,0.01
598,28,no,9.02,9.04,0.02
598,29,visible,9.04,9.08,0.04
598,30,owner,9.08,10.01,0.93
598,31,and,10.01,10.09,0.08
598,32,building,10.09,11.01,0.92
598,33,a,11.01,11.02,0.01
598,34,house,11.02,11.05,0.03
598,35,with,11.05,11.06,0.01
598,36,material,11.06,12.01,0.95
598,37,bomb,12.01,12.07,0.06
598,38,and,12.07,12.09,0.02
598,39,use,12.09,13.0,0.91
598,40,for,13.0,13.03,0.03
598,41,constructing,13.03,13.08,0.05
598,42,Castles,13.08,14.02,0.94
598,43,in,14.02,14.03,0.01
598,44,the,14.03,14.04,0.01
598,45,Air,14.04,14.05,0.01
599,0,the,0.0,0.04,0.04
599,1,enclosure,0.04,0.09,0.05
599,2,had,0.09,1.0,0.91
599,3,formerly,1.0,1.04,0.04
599,4,been,1.04,1.05,0.01
599,5,very,1.05,1.09,0.04
599,6,extensive,1.09,2.05,0.96
599,7,but,2.05,3.0,0.95
599,8,was,3.0,3.02,0.02
599,9,now,3.02,3.04,0.02
599,10,contracted,3.04,3.09,0.05
599,11,with,3.09,4.01,0.92
599,12,in,4.01,4.03,0.02
599,13,small,4.03,4.06,0.03
599,14,compass,4.06,5.0,0.94
599,15,and,5.0,5.06,0.06
599,16,hemmed,5.06,5.08,0.02
599,17,about,5.08,6.02,0.94
599,18,partly,6.02,6.07,0.05
599,19,by,6.07,6.08,0.01
599,20,high,6.08,7.0,0.92
599,21,wooden,7.0,7.03,0.03
599,22,fences,7.03,7.08,0.05
599,23,and,7.08,8.05,0.97
599,24,partly,8.05,8.08,0.03
599,25,by,8.08,9.0,0.92
599,26,the,9.0,9.01,0.01
599,27,outbuildings,9.01,9.06,0.05
599,28,of,9.06,9.07,0.01
599,29,houses,9.07,10.02,0.95
599,30,that,10.02,10.06,0.04
599,31,stood,10.06,10.08,0.02
599,32,on,10.08,10.08,0.0
599,33,another,10.08,11.02,0.94
599,34,Street,11.02,11.05,0.03
600,0,the,0.03,0.07,0.04
600,1,white,0.07,0.09,0.02
600,2,double,0.09,1.03,0.94
600,3,rose,1.03,1.06,0.03
600,4,bush,1.06,1.09,0.03
600,5,had,1.09,2.03,0.94
600,6,evidently,2.03,2.06,0.03
600,7,been,2.06,2.08,0.02
600,8,propped,2.08,3.03,0.95
600,9,up,3.03,3.05,0.02
600,10,a,3.05,3.06,0.01
600,11,new,3.06,3.08,0.02
600,12,against,3.08,4.02,0.94
600,13,the,4.02,4.04,0.02
600,14,house,4.04,4.06,0.02
600,15,since,4.06,5.03,0.97
600,16,the,5.03,5.04,0.01
600,17,commencement,5.04,5.09,0.05
600,18,of,5.09,6.0,0.91
600,19,the,6.0,6.0,0.0
600,20,season,6.0,6.05,0.05
600,21,and,6.05,7.03,0.98
600,22,the,7.03,7.04,0.01
600,23,pear,7.04,7.07,0.03
600,24,tree,7.07,7.09,0.02
600,25,and,7.09,8.02,0.93
600,26,three,8.02,8.04,0.02
600,27,damson,8.04,8.09,0.05
600,28,trees,8.09,9.02,0.93
600,29,which,9.02,10.0,0.98
600,30,accept,10.0,10.04,0.04
600,31,the,10.04,10.05,0.01
600,32,role,10.05,10.07,0.02
600,33,of,10.07,10.08,0.01
600,34,currant,10.08,11.02,0.94
600,35,bushes,11.02,11.04,0.02
600,36,constituted,11.04,12.08,1.04
600,37,the,12.08,12.09,0.01
600,38,only,12.09,13.02,0.93
600,39,varieties,13.02,13.07,0.05
600,40,of,13.07,13.08,0.01
600,41,fruit,13.08,14.02,0.94
600,42,four,14.02,15.0,0.98
600,43,marks,15.0,15.04,0.04
600,44,of,15.04,15.05,0.01
600,45,the,15.05,15.06,0.01
600,46,recent,15.06,16.0,0.94
600,47,amputation,16.0,16.05,0.05
600,48,of,16.05,17.01,0.96
600,49,several,17.01,17.05,0.04
600,50,Superfluous,17.05,18.02,0.97
600,51,or,18.02,18.03,0.01
600,52,defective,18.03,18.08,0.05
600,53,lens,18.08,19.03,0.95
601,0,there,0.02,0.06,0.04
601,1,are,0.06,0.07,0.01
601,2,also,0.07,1.0,0.93
601,3,a,1.0,1.02,0.02
601,4,few,1.02,1.03,0.01
601,5,species,1.03,1.07,0.04
601,6,of,1.07,2.0,0.93
601,7,antique,2.0,2.05,0.05
601,8,and,2.05,2.06,0.01
601,9,hereditary,2.06,3.0,0.94
601,10,flowers,3.0,3.06,0.06
601,11,and,3.06,4.02,0.96
601,12,no,4.02,4.03,0.01
601,13,very,4.03,4.06,0.03
601,14,flourishing,4.06,4.09,0.03
601,15,condition,4.09,5.06,0.97
601,16,but,5.06,6.05,0.99
601,17,scrupulously,6.05,7.01,0.96
601,18,weeded,7.01,7.05,0.04
601,19,as,7.05,8.03,0.98
601,20,if,8.03,8.04,0.01
601,21,some,8.04,8.06,0.02
601,22,person,8.06,8.08,0.02
601,23,either,8.08,9.06,0.98
601,24,out,9.06,9.08,0.02
601,25,of,9.08,9.09,0.01
601,26,love,9.09,10.02,0.93
601,27,or,10.02,10.04,0.02
601,28,curiosity,10.04,10.08,0.04
601,29,had,10.08,11.08,1.0
601,30,been,11.08,11.09,0.01
601,31,anxious,11.09,12.04,0.95
601,32,to,12.04,12.04,0.0
601,33,bring,12.04,12.07,0.03
601,34,them,12.07,12.08,0.01
601,35,to,12.08,13.0,0.92
601,36,such,13.0,13.01,0.01
601,37,Perfection,13.01,13.06,0.05
601,38,I,13.06,14.02,0.96
601,39,think,14.02,14.04,0.02
601,40,we're,14.04,14.05,0.01
601,41,capable,14.05,14.07,0.02
601,42,of,14.07,15.01,0.94
601,43,attaining,15.01,15.03,0.02
602,0,summer,0.02,0.07,0.05
602,1,squash,0.07,1.0,0.93
602,2,has,1.0,1.03,0.03
602,3,almost,1.03,1.08,0.05
602,4,in,1.08,2.0,0.92
602,5,the,2.0,2.01,0.01
602,6,golden,2.01,2.05,0.04
602,7,Blossom,2.05,2.07,0.02
602,8,cucumbers,2.07,4.02,1.95
602,9,now,4.02,4.05,0.03
602,10,advancing,4.05,5.01,0.96
602,11,a,5.01,5.01,0.0
602,12,tendency,5.01,5.06,0.05
602,13,to,5.06,5.08,0.02
602,14,spread,5.08,6.01,0.93
602,15,away,6.01,6.03,0.02
602,16,from,6.03,6.05,0.02
602,17,the,6.05,6.06,0.01
602,18,main,6.06,6.08,0.02
602,19,stock,6.08,7.03,0.95
602,20,and,7.03,7.07,0.04
602,21,Rambo,7.07,8.0,0.93
602,22,far,8.0,8.02,0.02
602,23,and,8.02,8.04,0.02
602,24,wide,8.04,8.05,0.01
602,25,two,8.05,9.07,1.02
602,26,or,9.07,9.08,0.01
602,27,three,9.08,10.0,0.92
602,28,rows,10.0,10.03,0.03
602,29,of,10.03,10.04,0.01
602,30,string,10.04,10.07,0.03
602,31,beans,10.07,10.09,0.02
602,32,and,10.09,11.03,0.94
602,33,as,11.03,11.05,0.02
602,34,many,11.05,11.08,0.03
602,35,more,11.08,12.0,0.92
602,36,that,12.0,12.02,0.02
602,37,were,12.02,12.03,0.01
602,38,about,12.03,12.05,0.02
602,39,to,12.05,12.07,0.02
602,40,festoon,12.07,13.01,0.94
602,41,themselves,13.01,13.06,0.05
602,42,on,13.06,13.08,0.02
602,43,poles,13.08,14.03,0.95
602,44,Tomatoes,14.03,15.06,1.03
602,45,occupying,15.06,16.02,0.96
602,46,a,16.02,16.03,0.01
602,47,site,16.03,16.06,0.03
602,48,so,16.06,16.08,0.02
602,49,sheltered,16.08,17.02,0.94
602,50,and,17.02,17.04,0.02
602,51,sunny,17.04,17.07,0.03
602,52,at,17.07,18.02,0.95
602,53,the,18.02,18.03,0.01
602,54,plants,18.03,18.07,0.04
602,55,were,18.07,18.08,0.01
602,56,already,18.08,19.01,0.93
602,57,gigantic,19.01,19.08,0.07
602,58,and,19.08,20.05,0.97
602,59,promised,20.05,20.08,0.03
602,60,an,20.08,20.09,0.01
602,61,early,20.09,21.03,0.94
602,62,in,21.03,21.04,0.01
602,63,abundant,21.04,21.08,0.04
602,64,Harvest,21.08,22.03,0.95
603,0,he,0.03,0.07,0.04
603,1,wondered,0.07,1.01,0.94
603,2,whose,1.01,1.05,0.04
603,3,care,1.05,1.08,0.03
603,4,and,1.08,2.0,0.92
603,5,toil,2.0,2.04,0.04
603,6,it,2.04,2.05,0.01
603,7,could,2.05,2.06,0.01
603,8,have,2.06,2.07,0.01
603,9,been,2.07,2.09,0.02
603,10,that,2.09,3.03,0.94
603,11,had,3.03,3.06,0.03
603,12,planted,3.06,3.09,0.03
603,13,these,3.09,4.0,0.91
603,14,vegetables,4.0,4.03,0.03
603,15,and,4.03,5.01,0.98
603,16,kept,5.01,5.03,0.02
603,17,the,5.03,5.04,0.01
603,18,soil,5.04,5.07,0.03
603,19,so,5.07,5.09,0.02
603,20,clean,5.09,6.02,0.93
603,21,and,6.02,6.03,0.01
603,22,orderly,6.03,6.06,0.03
604,0,bees,0.03,0.09,0.06
604,1,too,0.09,1.01,0.92
604,2,strange,1.01,2.0,0.99
604,3,to,2.0,2.01,0.01
604,4,say,2.01,2.04,0.03
604,5,I,2.04,3.0,0.96
604,6,thought,3.0,3.02,0.02
604,7,it,3.02,3.04,0.02
604,8,worth,3.04,3.06,0.02
604,9,their,3.06,3.08,0.02
604,10,while,3.08,3.09,0.01
604,11,to,3.09,4.02,0.93
604,12,come,4.02,4.04,0.02
604,13,hither,4.04,4.06,0.02
604,14,possibly,4.06,5.07,1.01
604,15,from,5.07,5.09,0.02
604,16,the,5.09,6.0,0.91
604,17,range,6.0,6.02,0.02
604,18,of,6.02,6.03,0.01
604,19,hives,6.03,6.07,0.04
604,20,besides,6.07,7.01,0.94
604,21,some,7.01,7.03,0.02
604,22,Farmhouse,7.03,7.07,0.04
604,23,miles,7.07,8.02,0.95
604,24,away,8.02,8.05,0.03
605,0,this,0.03,0.07,0.04
605,1,was,0.07,1.0,0.93
605,2,a,1.0,1.0,0.0
605,3,fountain,1.0,1.04,0.04
605,4,set,1.04,2.0,0.96
